,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2785,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2786,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2787,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2788,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2789,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2790,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2791,Insert ticket,Assign seriousness,Take in charge ticket,Assign seriousness,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
2792,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2793,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2794,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2795,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2796,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2797,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2798,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2799,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2800,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2801,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2802,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
2803,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2804,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2805,Insert ticket,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2806,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2807,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2808,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2809,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2810,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2811,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2812,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2813,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2814,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2815,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2816,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2817,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2818,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2819,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2820,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2821,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2822,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2823,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2824,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2825,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2826,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2827,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2828,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2829,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2830,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2831,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2832,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2833,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2834,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2835,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2836,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2837,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2838,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2839,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2840,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2841,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2842,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2843,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2844,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2845,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2846,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2847,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2848,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2849,Assign seriousness,Assign seriousness,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2850,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2851,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2852,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2853,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2854,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2855,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2856,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2857,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2858,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2859,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2860,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2861,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2862,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2863,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2864,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2865,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2866,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2867,Assign seriousness,Require upgrade,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
2868,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2869,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2870,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2871,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2872,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2873,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2874,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2875,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2876,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2877,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2878,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2879,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2880,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2881,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2882,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2883,Assign seriousness,Take in charge ticket,Require upgrade,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2884,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2885,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2886,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2887,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2888,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2889,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2890,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2891,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2892,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2893,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2894,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2895,Insert ticket,Assign seriousness,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,
2896,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2897,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2898,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2899,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2900,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2901,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2902,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2903,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2904,Assign seriousness,Take in charge ticket,Require upgrade,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2905,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2906,Assign seriousness,Take in charge ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,
2907,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2908,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2909,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2910,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2911,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2912,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2913,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2914,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2915,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2916,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2917,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2918,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2919,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2920,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2921,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2922,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2923,Assign seriousness,Take in charge ticket,Create SW anomaly,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,
2924,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2925,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2926,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2927,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2928,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2929,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2930,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2931,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,,,,,,
2932,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2933,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2934,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2935,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2936,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2937,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2938,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2939,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2940,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2941,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2942,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,,,,,,
2943,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2944,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2945,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2946,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2947,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2948,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2949,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2950,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2951,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2952,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2953,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2954,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2955,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2956,Assign seriousness,Take in charge ticket,Require upgrade,Wait,Resolve ticket,Closed,,,,,,,,,
2957,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2958,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2959,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2960,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2961,Assign seriousness,Wait,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,
2962,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2963,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2964,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2965,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2966,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2967,Assign seriousness,Assign seriousness,Take in charge ticket,Require upgrade,Require upgrade,Resolve ticket,Closed,,,,,,,,
2968,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2969,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2970,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2971,Assign seriousness,Take in charge ticket,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,
2972,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2973,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2974,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2975,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2976,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2977,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2978,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2979,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2980,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2981,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2982,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2983,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2984,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2985,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2986,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2987,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2988,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2989,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2990,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2991,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2992,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2993,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2994,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2995,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2996,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2997,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,,
2998,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2999,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
3000,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
3001,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
